الرقم,السؤال,الجواب,Family_Law_Category
327,كيف يتم إثبات الطلاق الغيابي؟,عبر وثيقة رسمية تصدرها المحكمة.,Divorce
328,هل يؤثر الطلاق الغيابي على حضانة الأطفال؟,"لا، الحضانة تقرر وفقًا لمصلحة الأطفال بغض النظر عن نوع الطلاق.",Custody and Visitation
329,ما هو الخلع؟,الخلع هو فراق بين الزوجين بطلب الزوجة وموافقة الزوج مقابل عوض تبذله الزوجة أو غيرها.,Khulʿ
330,هل يجوز للقاضي خلع الزوج دون رضاه؟,"نعم، مكن للقاضي إصدار حكم بالخلع حتى وإن رفض الزوج ذلك.",Khulʿ
331,ما الفرق بين الطلاق والخلع؟,"الطلاق يقع بإرادة الزوج، بينما الخلع يكون بطلب من الزوجة مقابل عوض مالي.",Khulʿ
332,هل يحق للزوجة المطالبة بالنفقة بعد الخلع؟,"لا، لأنها تتنازل عن حقوقها المالية في مقابل الخلع.",Khulʿ
333,هل يمكن  مراجعة الزوجة بعد الخلع؟,"لا، بمجرد وقوع الخلع، لا يمكن الرجوع فيه إلا بعقد جديد.",Khulʿ
334,هل الطلاق بالإكراه يقع شرعًا وقانونًا؟,"لا، الطلاق يجب أن يكون بإرادة حرة دون إجبار.",Divorce
335,ما الإجراءات المتبعة إذا ادعى الزوج أنه طلق تحت الإكراه؟,"يجب عليه إثبات ذلك أمام المحكمة، وقد يُبطل الطلاق.",Divorce
336,هل يمكن للزوجة رفع دعوى لإثبات أن الطلاق تم بالإكراه؟,"نعم، إذا كانت هناك أدلة على أن الزوج تعرض لضغط أو تهديد.",Divorce
337,هل الطلاق بالإكراه يعتبر رجعيًا أم بائنًا؟,"إذا ثبت الإكراه، قد يُعتبر الطلاق غير نافذ أصلًا.",Divorce
338,ما الحل إذا أُجبرت الزوجة على طلب الطلاق؟,يمكنها تقديم شكوى لإثبات الإكراه وطلب إلغاء الطلاق.,Divorce
339,هل يحق للزوجة طلب الطلاق إذا كان الزوج مصاب بمرض مزمن؟,"نعم، إذا ثبت أن المرض يمنع استمرار الحياة الزوجية بشكل طبيعي.",Divorce
340,هل يمكن للزوجة طلب الطلاق إذا كان الزوج يعاني من مرض نفسي؟,"نعم، إذا ثبت أن المرض يؤثر سلبًا على حياتها الزوجية.",Divorce
341,هل يشترط تقرير طبي لطلب الطلاق بسبب المرض؟,"نعم، المحكمة تحتاج إلى إثبات طبي معتمد.",Divorce
342,هل المرض سبب كافٍ للطلاق أم يجب إثبات الضرر؟,يجب إثبات أن المرض يُشكل ضررًا أو يمنع استمرار الحياة الزوجية.,Divorce
343,هل يمكن للزوجة المطالبة بتعويض إذا أخفى الزوج مرضه عنها؟,"نعم، إذا ثبت أن الزوج تعمد إخفاء معلومات صحية جوهرية عند الزواج.",Marriage
344,هل يمكن للزوجة طلب الطلاق إذا تزوج زوجها عليها؟,"لا يعتبر الزواج الثاني سببًا مباشرًا للطلاق، إلا إذا تسبب في ضرر واضح.",Divorce
345,هل يحق للزوجة طلب الطلاق إذا تضررت من زواج الزوج بأخرى؟,يمكنها رفع دعوى طلاق للضرر مع إثبات أن زواجه تسبب لها في ضرر مادي أو معنوي بما يجعل استمرار الحياة الزوجية مستحيلاً.,Divorce
346,هل يمكن اشتراط عدم الزواج الثاني في عقد الزواج؟,"نعم، وإذا خالف الزوج الشرط، يحق للزوجة طلب الطلاق.",Marriage
347,هل يؤثر الزواج الثاني على حقوق الزوجة المطلقة؟,"لا، تبقى حقوقها ثابتة مثل النفقة اذا كانت حامل والمهر المؤجل.",Divorce
348,هل يحق للزوجة الثانية طلب الطلاق إذا اكتشفت أنها ليست الزوجة الوحيدة؟,"نعم، إذا لم تكن تعلم بذلك عند الزواج.",Divorce
349,ما هو الطلاق السني؟,"الطلاق الذي يقع طلقة واحدة في طُهر لم يُجامع الزوج فيه الزوجة، أم تكون حاملاً.",Divorce
350,ما هو الطلاق البدعي؟,"هو الطلاق الذي يق أثناء الحيض أو النفاس أو في طُهر جامع فيه الزوج زوجته، ويزيد على طلقة واحدة.",Divorce
351,هل يقع الطلاق البدعي قانونيًا؟,"قد يُعتبر غير نافذ، ويُنظر فيه من قبل المحكمة.",Divorce
352,هل يجب الإشهاد على الطلاق ليكون صحيحًا؟,"يستحب الإشهاد شرعًا، لكنه غير ملزم قانونيًا طالما تم توثيقه رسميًا.",Divorce
353,هل يمكن التراجع عن الطلاق بعد وقوعه؟,"في الطلاق الرجعي، يمكن الرجوع خلال العدة، أما الطلاق البائن فلا بد من عقد جديد.",Divorce
354,هل تستحق الزوجة تعويضًا ماليًا عند الطلاق؟,"لا، إلا إذا نص عقد الزواج على ذلك أو إذا تم الاتفاق بين الطرفين.",Divorce
355,هل يمكن للزوجة الاحتفاظ بالمهر بعد الطلاق؟,"نعم، إذا تم الدخول بها، وإلا فيحق لها نصفه فقط.",Divorce
356,هل يجب على الزوج دفع تعويض عن الطلاق التعسفي؟,يمكن ذلك إذا ثبت أنه أضر بها دون سبب مشروع.,Divorce
357,هل يمكن تقسيم الممتلكات المشتركة بعد الطلاق؟,"نعم، إذا ثبت أن الزوجين شاركا في تكوينها.",Divorce
358,هل للزوجة حق في الميراث (ورث) إذا توفي الزوج وهي في فترة العدة من طلاق؟,"إذا كانت الزوجة في فترة ""العدة من طلاق رجعي"" (أي طلقة أولى أو ثانية ولم تنتهِ عدتها)، وتوفي الزوج، فإنها ترثه شرعاً ونظاماً لأنها لا تزال في حكم الزوجة. أما إذا كان الطلاق بائناً (بينونة كبرى أو صغرى، أو خلع) وتوفي الزوج، فلا ترثه لانقطاع العصمة الزوجية.",Divorce
359,هل يحق للزوجة طلب الطلاق في دولة أجنبية إذا كان الزوج سعوديًا؟,"يمكن ذلك، لكن يجب توثيق الطلاق في المملكة ليكون نافذًا قانونيًا.",Divorce
360,هل يمكن المطالبة بحقوق النفقة في المملكة بعد الطلاق في الخارج؟,"نعم، بشرط إثبات الزواج والطلاق قانونيًا.",Alimony and Maintenance 
361,هل يمكن للزوجة المسلمة طلب الطلاق إذا ارتد زوجها عن الإسلام؟,"نعم، لأن الردة تُبطل عقد الزواج شرعًا.",Divorce
362,هل يحق للزوجة طلب الطلاق إذا كان الزوج معسرًا ماليًا؟,"نعم، إذا كان الزوج عاجزًا عن الإنفاق عليها ولم تجد وسيلة للعيش الكريم.",Judicial Dissolution
363,هل يؤثر الإعسار على نفقة الزوجة بعد الطلاق؟,"لا، النفقة واجبة على الزوج حتى لو كان معسرًا، ويمكن تنفيذها عبر المحكمة.",Alimony and Maintenance 
364,هل يمكن للزوج التهرب من النفقة بسبب الإعسار؟,"لا، ويجوز للمحكمة الحجز على أمواله أو إلزامه بالعمل لسداد النفقة.",Alimony and Maintenance 
365,هل يجوز للزوجة التنازل عن نفقتها مقابل الطلاق؟,"نعم، ولكن التنازل يجب أن يكون بموافقتها الحرة ودون إكراه.",Divorce
366,هل يختلف الطلاق في الزواج العرفي عن الزواج الرسمي؟,"لا، الطلاق يخضع لنفس الأحكام، لكن الزواج العرفي يحتاج إلى إثبات رسمي أولًا.",Divorce
367,هل يمكن للزوجة المطالبة بحقوقها إذا طلقها الزوج في زواج عرفي؟,"نعم، بشرط إثبات الزواج بطرق قانونية معتمدة.",Divorce
368,هل يمكن إثبات الطلاق العرفي أمام المحكمة؟,"نعم، عبر الشهود أو المستندات التي تؤكد وقوع الزواج والطلاق.",Divorce
